crop,year,rep,trt,plot,herbicide,species,injury,weight,weightkg,ndvi,cover1,cover
corn,2013,3,13,302,Basis Blend,bruiser annual ryegrass,0.01,2.35,732.8,0.437,59.76,0.6
corn,2013,4,13,411,Basis Blend,bruiser annual ryegrass,0.01,3.49,575.4,0.488,51.07,0.51
corn,2013,1,14,113,Verdict,bruiser annual ryegrass,0.01,2.74,590,0.56,63.65,0.64
corn,2013,2,14,211,Verdict,bruiser annual ryegrass,0.01,2.81,585.9,0.552,66.35,0.66
corn,2013,3,14,304,Verdict,bruiser annual ryegrass,0.01,2.79,579.6,0.483,57.46,0.57
corn,2013,4,14,405,Verdict,bruiser annual ryegrass,0.01,2.76,434.7,0.455,55.2,0.55
corn,2013,1,15,102,Sharpen,bruiser annual ryegrass,0.01,2.07,424.2,0.496,58.88,0.59
corn,2013,2,15,204,Sharpen,bruiser annual ryegrass,0.01,2.02,659.3,0.507,57.11,0.57
corn,2013,3,15,303,Sharpen,bruiser annual ryegrass,0.01,3.14,671.9,0.557,60.86,0.61
corn,2013,4,15,404,Sharpen,bruiser annual ryegrass,0.01,3.2,344.4,0.546,69.84,0.7
corn,2014,1,1,110,Nontreated,bruiser annual ryegrass,0.0001,1.64,285.6,0.249,17.49,0.17
corn,2014,2,1,208,Nontreated,bruiser annual ryegrass,0.0001,1.36,163.8,0.317,23.14,0.23
corn,2014,3,1,304,Nontreated,bruiser annual ryegrass,0.0001,0.78,98.7,0.249,10.01,0.1
corn,2014,4,1,413,Nontreated,bruiser annual ryegrass,0.0001,0.47,462,0.249,7.69,0.08
corn,2014,1,2,101,Princep 4FL,bruiser annual ryegrass,30,2.2,81.9,0.294,23.46,0.23
corn,2014,2,2,213,Princep 4FL,bruiser annual ryegrass,40,0.39,354.9,0.25,8.46,0.08
corn,2014,3,2,306,Princep 4FL,bruiser annual ryegrass,25,1.69,46.2,0.262,16.29,0.16
corn,2014,4,2,401,Princep 4FL,bruiser annual ryegrass,50,0.22,902.9,0.17,3.99,0.04
corn,2014,1,3,112,Callisto,bruiser annual ryegrass,25,4.3,325.5,0.2,10.51,0.11
corn,2014,2,3,203,Callisto,bruiser annual ryegrass,0.01,1.55,178.5,0.362,27.64,0.28
corn,2014,3,3,315,Callisto,bruiser annual ryegrass,30,0.85,60.9,0.228,6.22,0.06
corn,2014,4,3,406,Callisto,bruiser annual ryegrass,10,0.29,455.7,0.223,9.83,0.1
corn,2014,1,4,107,Laudis,bruiser annual ryegrass,20,2.17,294,0.227,18.97,0.19
corn,2014,2,4,205,Laudis,bruiser annual ryegrass,0.01,1.4,218.4,0.362,29.21,0.29
corn,2014,3,4,312,Laudis,bruiser annual ryegrass,0.01,1.04,21,0.228,7.49,0.07
corn,2014,4,4,404,Laudis,bruiser annual ryegrass,0.01,0.1,336,0.19,8.16,0.08
corn,2014,1,5,106,Impact,bruiser annual ryegrass,20,1.6,184.8,0.274,25.19,0.25
corn,2014,2,5,210,Impact,bruiser annual ryegrass,0.01,0.88,564.9,0.237,16.78,0.17
corn,2014,3,5,303,Impact,bruiser annual ryegrass,30,2.69,48.3,0.248,10.7,0.11
corn,2014,4,5,411,Impact,bruiser annual ryegrass,0.01,0.23,718.1,0.215,6.08,0.06
corn,2014,1,6,105,Stinger,bruiser annual ryegrass,25,3.42,128.1,0.311,23.06,0.23
corn,2014,2,6,201,Stinger,bruiser annual ryegrass,40,0.61,77.7,0.345,20.26,0.2
corn,2014,3,6,313,Stinger,bruiser annual ryegrass,25,0.37,50.4,0.223,8.57,0.09
corn,2014,4,6,409,Stinger,bruiser annual ryegrass,0.01,0.24,249.9,0.217,6.63,0.07
corn,2014,1,7,104,Python,bruiser annual ryegrass,0.01,1.19,170.1,0.371,28.85,0.29
corn,2014,2,7,211,Python,bruiser annual ryegrass,0.01,0.81,655.1,0.256,19.88,0.2
corn,2014,3,7,305,Python,bruiser annual ryegrass,25,3.12,63,0.249,12.24,0.12
corn,2014,4,7,410,Python,bruiser annual ryegrass,0.01,0.3,283.5,0.209,6.79,0.07
corn,2014,1,8,111,Resolve,bruiser annual ryegrass,30,1.35,552.3,0.216,15.47,0.15
corn,2014,2,8,202,Resolve,bruiser annual ryegrass,0.01,2.63,1245.2,0.372,28.18,0.28
corn,2014,3,8,308,Resolve,bruiser annual ryegrass,0.01,5.93,117.6,0.239,11.07,0.11
corn,2014,4,8,407,Resolve,bruiser annual ryegrass,0.01,0.56,214.2,0.25,11.82,0.12
corn,2014,1,9,108,Accent Q,bruiser annual ryegrass,15,1.02,342.3,0.259,16.8,0.17
corn,2014,2,9,207,Accent Q,bruiser annual ryegrass,0.01,1.63,189,0.303,26.57,0.27
corn,2014,3,9,302,Accent Q,bruiser annual ryegrass,25,0.9,107.1,0.212,9.99,0.1
corn,2014,4,9,415,Accent Q,bruiser annual ryegrass,25,0.51,63,0.226,7.61,0.08
corn,2014,1,10,115,SureStart,bruiser annual ryegrass,50,0.3,947,0.188,4.43,0.04
corn,2014,2,10,212,SureStart,bruiser annual ryegrass,0.01,4.51,378,0.237,13.66,0.14
corn,2014,3,10,309,SureStart,bruiser annual ryegrass,22,1.8,65.1,0.24,12.72,0.13
corn,2014,4,10,412,SureStart,bruiser annual ryegrass,15,0.31,380.1,0.219,6.87,0.07
corn,2014,1,11,113,Zemax + Halex GT,bruiser annual ryegrass,30,1.81,554.4,0.19,7.73,0.08
corn,2014,2,11,204,Zemax + Halex GT,bruiser annual ryegrass,0.01,2.64,151.2,0.408,32.85,0.33
corn,2014,3,11,301,Zemax + Halex GT,bruiser annual ryegrass,30,0.72,81.9,0.207,7.37,0.07
corn,2014,4,11,408,Zemax + Halex GT,bruiser annual ryegrass,0.01,0.39,499.8,0.216,8.94,0.09
corn,2014,1,12,103,Fierce,bruiser annual ryegrass,15,2.38,130.2,0.337,24.32,0.24
corn,2014,2,12,215,Fierce,bruiser annual ryegrass,40,0.62,938.6,0.228,7.19,0.07
corn,2014,3,12,314,Fierce,bruiser annual ryegrass,20,4.47,35.7,0.22,9.12,0.09
corn,2014,4,12,405,Fierce,bruiser annual ryegrass,30,0.17,657.2,0.199,7.42,0.07
corn,2014,1,13,102,Basis Blend,bruiser annual ryegrass,25,3.13,147,0.277,17.78,0.18
corn,2014,2,13,214,Basis Blend,bruiser annual ryegrass,20,0.7,119.7,0.218,11.06,0.11
corn,2014,3,13,311,Basis Blend,bruiser annual ryegrass,20,0.57,92.4,0.246,11.23,0.11
corn,2014,4,13,414,Basis Blend,bruiser annual ryegrass,15,0.44,703.4,0.25,9.23,0.09
corn,2014,1,14,109,Verdict,bruiser annual ryegrass,0.01,3.35,602.6,0.258,20.1,0.2
corn,2014,2,14,206,Verdict,bruiser annual ryegrass,0.01,2.87,287.7,0.322,26.47,0.26
corn,2014,3,14,310,Verdict,bruiser annual ryegrass,15,1.37,31.5,0.236,9.67,0.1
corn,2014,4,14,402,Verdict,bruiser annual ryegrass,20,0.15,371.7,0.238,6.83,0.07
corn,2014,1,15,114,Sharpen,bruiser annual ryegrass,30,1.77,193.2,0.202,8.59,0.09
corn,2014,2,15,209,Sharpen,bruiser annual ryegrass,0.01,0.92,119.7,0.302,23.49,0.23
corn,2014,3,15,307,Sharpen,bruiser annual ryegrass,0.01,0.57,128.1,0.23,11.62,0.12
corn,2014,4,15,403,Sharpen,bruiser annual ryegrass,30,0.61,1119.2,0.238,11.04,0.11
soybean,2013,1,1,104,Nontreated,radish,0.0001,5.33,930.2,0.506,60.18,0.6
soybean,2013,2,1,206,Nontreated,radish,0.0001,4.43,768.5,0.558,64.8,0.65
soybean,2013,3,1,301,Nontreated,radish,0.0001,3.66,745.4,0.483,49.36,0.49
soybean,2013,4,1,402,Nontreated,radish,0.0001,3.55,0,0.442,48.35,0.48
soybean,2013,1,2,113,Spartan,radish,20,,833.6,0.342,22.14,0.22
soybean,2013,2,2,214,Spartan,radish,0.01,3.97,207.9,0.54,63.23,0.63
soybean,2013,3,2,304,Spartan,radish,20,0.99,327.6,0.377,34.86,0.35
soybean,2013,4,2,407,Spartan,radish,0.01,1.56,961.7,0.414,40.63,0.41
soybean,2013,1,3,115,Valor,radish,0.01,4.58,581.7,0.539,47.19,0.47
soybean,2013,2,3,209,Valor,radish,0.01,2.77,573.3,0.632,71.22,0.71
soybean,2013,3,3,306,Valor,radish,0.01,2.73,1518.2,0.435,55.94,0.56
soybean,2013,4,3,411,Valor,radish,0.01,7.23,1184.3,0.56,72.42,0.72
soybean,2013,1,4,109,Sencor,radish,10,5.64,1037.3,0.551,35.84,0.36
soybean,2013,2,4,202,Sencor,radish,0.01,4.94,606.8,0.561,60.01,0.6
soybean,2013,3,4,303,Sencor,radish,0.01,2.89,1075.1,0.398,50.31,0.5
soybean,2013,4,4,401,Sencor,radish,0.01,5.12,1453.1,0.452,58.21,0.58
soybean,2013,1,5,102,Classic,radish,0.01,6.92,1299.8,0.515,55.27,0.55
soybean,2013,2,5,207,Classic,radish,0.01,6.19,621.5,0.585,70.28,0.7
soybean,2013,3,5,314,Classic,radish,0.01,2.96,346.5,0.482,54.43,0.54
soybean,2013,4,5,404,Classic,radish,0.01,1.65,730.7,0.419,42.77,0.43
soybean,2013,1,6,106,AuthorityMTZ,radish,10,3.48,795.8,0.508,34.54,0.35
soybean,2013,2,6,201,AuthorityMTZ,radish,0.01,3.79,619.4,0.559,56.87,0.57
soybean,2013,3,6,307,AuthorityMTZ,radish,0.01,2.95,594.2,0.534,56.03,0.56
soybean,2013,4,6,403,AuthorityMTZ,radish,0.01,2.83,491.4,0.367,37.98,0.38
soybean,2013,1,7,111,Gangster,radish,0.01,2.34,762.2,0.55,39.5,0.4
soybean,2013,2,7,210,Gangster,radish,0.01,3.63,751.7,0.573,65.35,0.65
soybean,2013,3,7,313,Gangster,radish,0.01,3.58,1291.4,0.534,49.25,0.49
soybean,2013,4,7,408,Gangster,radish,0.01,6.15,585.9,0.517,54.25,0.54
soybean,2013,1,8,108,Zidua,radish,10,2.79,944.9,0.532,54.35,0.54
soybean,2013,2,8,203,Zidua,radish,0.01,4.5,1070.9,0.552,57.29,0.57
soybean,2013,3,8,315,Zidua,radish,0.01,5.1,1060.4,0.528,60.26,0.6
soybean,2013,4,8,406,Zidua,radish,0.01,5.05,1192.7,0.424,45.04,0.45
soybean,2013,1,9,114,Firstrate,radish,0.01,5.68,1068.8,0.499,52.4,0.52
soybean,2013,2,9,205,Firstrate,radish,0.01,5.09,676.1,0.566,66.03,0.66
soybean,2013,3,9,308,Firstrate,radish,0.01,3.22,776.9,0.5,54.96,0.55
soybean,2013,4,9,409,Firstrate,radish,0.01,3.7,804.2,0.496,57.13,0.57
soybean,2013,1,10,110,Dual ,radish,15,3.83,888.2,0.528,59.61,0.6
soybean,2013,2,10,204,Dual ,radish,0.01,4.23,873.5,0.558,63.91,0.64
soybean,2013,3,10,311,Dual ,radish,0.01,4.16,804.2,0.548,68.99,0.69
soybean,2013,4,10,410,Dual ,radish,0.01,3.83,991.1,0.525,61.27,0.61
soybean,2013,1,11,107,Warrant,radish,0.01,4.72,793.7,0.571,62.26,0.62
soybean,2013,2,11,212,Warrant,radish,0.01,3.78,804.2,0.559,72.02,0.72
soybean,2013,3,11,310,Warrant,radish,0.01,3.83,753.8,0.507,64.98,0.65
soybean,2013,4,11,405,Warrant,radish,0.01,3.59,239.4,0.431,51.7,0.52
soybean,2013,1,12,112,Flexstar,radish,0.01,1.14,445.2,0.396,18.91,0.19
soybean,2013,2,12,208,Flexstar,radish,40,2.12,44.1,0.362,24.99,0.25
soybean,2013,3,12,305,Flexstar,radish,0.01,0.21,650.9,0.271,8.42,0.08
soybean,2013,4,12,414,Flexstar,radish,0.01,3.1,128.1,0.491,34.61,0.35
soybean,2013,1,13,105,Pursuit,radish,80,0.61,77.7,0.312,11.66,0.12
soybean,2013,2,13,215,Pursuit,radish,50,0.37,42,0.303,20.79,0.21
soybean,2013,3,13,312,Pursuit,radish,40,0.2,42,0.323,21.21,0.21
soybean,2013,4,13,415,Pursuit,radish,10,0.2,35.7,0.292,18.55,0.19
soybean,2013,1,14,103,Extreme,radish,90,0.17,306.6,0.289,10.08,0.1
soybean,2013,2,14,213,Extreme,radish,60,1.46,10.5,0.286,17.56,0.18
soybean,2013,3,14,302,Extreme,radish,70,0.05,69.3,0.278,7.31,0.07
soybean,2013,4,14,413,Extreme,radish,80,0.33,997.4,0.297,6.03,0.06
soybean,2013,1,15,101,Cobra,radish,0.01,4.75,940.7,0.584,75.68,0.76
soybean,2013,2,15,211,Cobra,radish,0.01,4.48,844.1,0.621,71.16,0.71
soybean,2013,3,15,309,Cobra,radish,0.01,4.02,1343.9,0.554,60.25,0.6
soybean,2013,4,15,412,Cobra,radish,0.01,6.4,993.2,0.512,64.63,0.65
soybean,2014,1,1,113,Nontreated,radish,0.0001,4.73,692.9,0.345,34.7,0.35
soybean,2014,2,1,201,Nontreated,radish,0.0001,3.3,295.7,0.31,22.81,0.23
soybean,2014,3,1,308,Nontreated,radish,0.0001,1.408,350.7,0.245,10.51,0.11
soybean,2014,4,1,414,Nontreated,radish,0.0001,1.67,447.3,0.195,9.88,0.1
soybean,2014,1,2,104,Spartan,radish,25,2.13,367.5,0.249,11.11,0.11
soybean,2014,2,2,215,Spartan,radish,20,1.75,65.1,0.266,14.44,0.14
soybean,2014,3,2,309,Spartan,radish,20,0.31,243.6,0.18,4.64,0.05
soybean,2014,4,2,411,Spartan,radish,30,1.16,808.4,0.18,4.61,0.05
soybean,2014,1,3,101,Valor,radish,15,3.85,420,0.258,24.73,0.25
soybean,2014,2,3,211,Valor,radish,30,2,1131.8,0.268,11.11,0.11
soybean,2014,3,3,301,Valor,radish,20,5.39,564.9,0.306,23.76,0.24
soybean,2014,4,3,408,Valor,radish,0.01,2.69,1549.7,0.213,12.01,0.12
soybean,2014,1,4,103,Sencor,radish,0.01,7.38,585.9,0.386,37.62,0.38
soybean,2014,2,4,212,Sencor,radish,30,2.79,130.2,0.304,14.36,0.14
soybean,2014,3,4,315,Sencor,radish,12,0.62,331.8,0.225,10.75,0.11
soybean,2014,4,4,413,Sencor,radish,0.01,1.58,932.3,0.215,10.64,0.11
soybean,2014,1,5,115,Classic,radish,0.01,4.44,283.5,0.365,37.84,0.38
soybean,2014,2,5,214,Classic,radish,40,1.35,176.4,0.187,9.85,0.1
soybean,2014,3,5,311,Classic,radish,30,0.84,168,0.224,8.22,0.08
soybean,2014,4,5,409,Classic,radish,12,0.8,1186.4,0.222,9.44,0.09
soybean,2014,1,6,107,AuthorityMTZ,radish,0.01,5.65,331.8,0.27,26.65,0.27
soybean,2014,2,6,208,AuthorityMTZ,radish,0.01,1.58,483,0.225,12.45,0.12
soybean,2014,3,6,304,AuthorityMTZ,radish,0.01,2.3,73.5,0.189,9.83,0.1
soybean,2014,4,6,415,AuthorityMTZ,radish,12,0.35,1081.4,0.14,3.46,0.03
soybean,2014,1,7,111,Gangster,radish,40,5.15,424.2,0.315,13.87,0.14
soybean,2014,2,7,207,Gangster,radish,15,2.02,659.3,0.28,10.47,0.1
soybean,2014,3,7,302,Gangster,radish,0.01,3.14,193.2,0.32,24.1,0.24
soybean,2014,4,7,405,Gangster,radish,0.01,0.92,608.9,0.246,13.22,0.13
soybean,2014,1,8,112,Zidua,radish,15,2.9,982.7,0.355,29.22,0.29
soybean,2014,2,8,204,Zidua,radish,0.01,4.68,713.9,0.288,26.52,0.27
soybean,2014,3,8,313,Zidua,radish,0.01,3.4,144.9,0.187,10.65,0.11
soybean,2014,4,8,410,Zidua,radish,0.01,0.69,613.1,0.178,10.25,0.1
soybean,2014,1,9,105,Firstrate,radish,20,2.92,902.9,0.346,17.26,0.17
soybean,2014,2,9,203,Firstrate,radish,20,4.3,275.1,0.287,21.31,0.21
soybean,2014,3,9,310,Firstrate,radish,0.01,1.31,644.6,0.217,9.88,0.1
soybean,2014,4,9,404,Firstrate,radish,0.01,3.07,1333.4,0.269,15.64,0.16
soybean,2014,1,10,110,Dual ,radish,10,6.35,525,0.405,30.18,0.3
soybean,2014,2,10,205,Dual ,radish,10,2.5,323.4,0.26,14.57,0.15
soybean,2014,3,10,314,Dual ,radish,15,1.54,384.3,0.256,12.79,0.13
soybean,2014,4,10,402,Dual ,radish,20,1.83,1058.3,0.283,18.95,0.19
soybean,2014,1,11,108,Warrant,radish,0.01,5.04,755.9,0.378,31.58,0.32
soybean,2014,2,11,202,Warrant,radish,25,3.6,325.5,0.269,17.95,0.18
soybean,2014,3,11,305,Warrant,radish,0.01,1.55,182.7,0.228,11.3,0.11
soybean,2014,4,11,412,Warrant,radish,15,0.87,1102.4,0.208,7.05,0.07
soybean,2014,1,12,102,Flexstar,radish,15,5.25,241.5,0.257,26.1,0.26
soybean,2014,2,12,209,Flexstar,radish,15,1.15,86.1,0.222,12.94,0.13
soybean,2014,3,12,307,Flexstar,radish,0.01,0.41,254.1,0.204,11.35,0.11
soybean,2014,4,12,403,Flexstar,radish,20,1.21,1167.5,0.228,11.15,0.11
soybean,2014,1,13,109,Pursuit,radish,15,5.56,441,0.335,21.31,0.21
soybean,2014,2,13,210,Pursuit,radish,15,2.1,279.3,0.233,14.07,0.14
soybean,2014,3,13,303,Pursuit,radish,0.01,1.33,218.4,0.265,10.97,0.11
soybean,2014,4,13,406,Pursuit,radish,12,1.04,619.4,0.238,11.96,0.12
soybean,2014,1,14,106,Extreme,radish,20,2.95,1142.3,0.293,21.6,0.22
soybean,2014,2,14,213,Extreme,radish,0.01,5.44,168,0.317,25.32,0.25
soybean,2014,3,14,306,Extreme,radish,20,0.8,447.3,0.2,7.61,0.08
soybean,2014,4,14,407,Extreme,radish,0.01,2.13,829.4,0.252,12.6,0.13
soybean,2014,1,15,114,Cobra,radish,0.01,3.95,560.7,0.375,27.07,0.27
soybean,2014,2,15,206,Cobra,radish,10,2.67,121.8,0.246,15.67,0.16
soybean,2014,3,15,312,Cobra,radish,15,0.58,371.7,0.246,10.14,0.1
soybean,2014,4,15,401,Cobra,radish,15,1.77,1648.4,0.335,22.71,0.23
corn,2013,1,1,106,Nontreated,radish,0.0001,7.85,550.2,0.516,53.47,0.53
corn,2013,2,1,210,Nontreated,radish,0.0001,2.62,1102.4,0.494,42.86,0.43
corn,2013,3,1,311,Nontreated,radish,0.0001,5.25,644.6,0.516,44.93,0.45
corn,2013,4,1,407,Nontreated,radish,0.0001,3.07,1257.8,0.508,65.12,0.65
corn,2013,1,2,101,Princep 4FL,radish,10,5.99,674,0.537,60.79,0.61
corn,2013,2,2,207,Princep 4FL,radish,0.01,3.21,1270.4,0.514,55.35,0.55
corn,2013,3,2,305,Princep 4FL,radish,0.01,6.05,764.3,0.511,48.39,0.48
corn,2013,4,2,414,Princep 4FL,radish,0.01,3.64,825.2,0.369,36.62,0.37
corn,2013,1,3,111,Callisto,radish,0.01,3.93,766.4,0.541,62.53,0.63
corn,2013,2,3,209,Callisto,radish,0.01,3.65,955.4,0.555,63.75,0.64
corn,2013,3,3,315,Callisto,radish,0.01,4.55,1033.1,0.468,40.06,0.4
corn,2013,4,3,408,Callisto,radish,0.01,4.92,959.6,0.432,51.2,0.51
corn,2013,1,4,114,Laudis,radish,0.01,4.57,409.5,0.565,57.69,0.58
corn,2013,2,4,205,Laudis,radish,0.01,1.95,537.6,0.461,46.34,0.46
corn,2013,3,4,314,Laudis,radish,10,2.56,1159.1,0.432,37.92,0.38
corn,2013,4,4,401,Laudis,radish,0.01,5.52,1301.9,0.445,49.12,0.49
corn,2013,1,5,115,Impact,radish,0.01,6.2,716,0.513,56.86,0.57
corn,2013,2,5,203,Impact,radish,0.01,3.41,470.4,0.455,46.79,0.47
corn,2013,3,5,312,Impact,radish,0.01,2.24,661.4,0.481,40.52,0.41
corn,2013,4,5,413,Impact,radish,0.01,3.15,860.9,0.408,36.45,0.36
corn,2013,1,6,105,Stinger,radish,0.01,4.1,529.2,0.486,56.98,0.57
corn,2013,2,6,213,Stinger,radish,0.01,2.52,676.1,0.556,70.36,0.7
corn,2013,3,6,307,Stinger,radish,0.01,3.22,1178,0.592,62.58,0.63
corn,2013,4,6,412,Stinger,radish,0.01,5.61,361.2,0.459,49.06,0.49
corn,2013,1,7,104,Python,radish,30,1.72,186.9,0.402,32.02,0.32
corn,2013,2,7,206,Python,radish,0.01,0.89,825.2,0.429,33.19,0.33
corn,2013,3,7,310,Python,radish,0.01,3.93,730.7,0.468,46.36,0.46
corn,2013,4,7,403,Python,radish,0.01,3.48,978.5,0.491,53.97,0.54
corn,2013,1,8,108,Resolve,radish,10,4.66,483,0.496,54.97,0.55
corn,2013,2,8,202,Resolve,radish,0.01,2.3,980.6,0.397,44.33,0.44
corn,2013,3,8,308,Resolve,radish,0.01,4.67,749.6,0.49,57.37,0.57
corn,2013,4,8,402,Resolve,radish,0.01,3.57,974.3,0.411,49.72,0.5
corn,2013,1,9,107,Accent Q,radish,10,4.64,764.3,0.493,47.98,0.48
corn,2013,2,9,208,Accent Q,radish,0.01,3.64,1060.4,0.488,46.54,0.47
corn,2013,3,9,313,Accent Q,radish,0.01,5.05,724.4,0.506,42.27,0.42
corn,2013,4,9,415,Accent Q,radish,0.01,3.45,676.1,0.402,39.99,0.4
corn,2013,1,10,110,SureStart,radish,0.01,3.22,438.9,0.572,64.87,0.65
corn,2013,2,10,212,SureStart,radish,0.01,2.09,1091.9,0.544,63.87,0.64
corn,2013,3,10,309,SureStart,radish,0.01,5.2,898.7,0.56,64.42,0.64
corn,2013,4,10,410,SureStart,radish,0.01,4.28,1469.9,0.469,51.87,0.52
corn,2013,1,11,109,Zemax + Halex GT,radish,10,7,489.3,0.536,60.4,0.6
corn,2013,2,11,201,Zemax + Halex GT,radish,0.01,2.33,797.9,0.368,33.9,0.34
corn,2013,3,11,306,Zemax + Halex GT,radish,60,3.8,686.6,0.405,35.79,0.36
corn,2013,4,11,409,Zemax + Halex GT,radish,35,3.27,940.7,0.433,43.6,0.44
corn,2013,1,12,103,Fierce,radish,15,4.48,401.1,0.471,57.07,0.57
corn,2013,2,12,214,Fierce,radish,0.01,1.91,661.4,0.478,52.97,0.53
corn,2013,3,12,301,Fierce,radish,15,3.15,522.9,0.441,53.52,0.54
corn,2013,4,12,406,Fierce,radish,0.01,2.49,571.2,0.394,49.13,0.49
corn,2013,1,13,112,Basis Blend,radish,10,2.72,550.2,0.483,54.54,0.55
corn,2013,2,13,215,Basis Blend,radish,0.01,2.62,837.8,0.47,54.62,0.55
corn,2013,3,13,302,Basis Blend,radish,0.01,3.99,554.4,0.427,49.04,0.49
corn,2013,4,13,411,Basis Blend,radish,0.01,2.64,1190.6,0.417,38.95,0.39
corn,2013,1,14,113,Verdict,radish,10,5.67,804.2,0.577,72.9,0.73
corn,2013,2,14,211,Verdict,radish,0.01,3.83,222.6,0.524,60.85,0.61
corn,2013,3,14,304,Verdict,radish,0.01,1.06,514.5,0.401,45.35,0.45
corn,2013,4,14,405,Verdict,radish,0.01,2.45,965.9,0.39,35.84,0.36
corn,2013,1,15,102,Sharpen,radish,10,4.6,151.2,0.491,68.08,0.68
corn,2013,2,15,204,Sharpen,radish,0.01,0.72,657.2,0.455,46.46,0.46
corn,2013,3,15,303,Sharpen,radish,0.01,3.13,636.2,0.501,52.5,0.52
corn,2013,4,15,404,Sharpen,radish,0.01,3.03,718.1,0.384,53.42,0.53
corn,2014,1,1,110,Nontreated,radish,0.0001,3.42,2003.2,0.329,12.75,0.13
corn,2014,2,1,208,Nontreated,radish,0.0001,9.54,300.3,0.371,24.11,0.24
corn,2014,3,1,304,Nontreated,radish,0.0001,1.43,117.6,0.308,14.49,0.14
corn,2014,4,1,413,Nontreated,radish,0.0001,0.56,711.8,0.227,3.29,0.03
corn,2014,1,2,101,Princep 4FL,radish,25,3.39,226.8,0.317,14.16,0.14
corn,2014,2,2,213,Princep 4FL,radish,15,1.08,170.1,0.238,2.82,0.03
corn,2014,3,2,306,Princep 4FL,radish,30,0.81,109.2,0.219,6.84,0.07
corn,2014,4,2,401,Princep 4FL,radish,50,0.52,587.9,0.169,2.16,0.02
corn,2014,1,3,112,Callisto,radish,25,2.8,1087.7,0.25,7.78,0.08
corn,2014,2,3,203,Callisto,radish,30,5.18,159.6,0.436,20.31,0.2
corn,2014,3,3,315,Callisto,radish,30,0.76,69.3,0.236,4.45,0.04
corn,2014,4,3,406,Callisto,radish,20,0.33,203.7,0.223,4.2,0.04
corn,2014,1,4,107,Laudis,radish,25,0.97,1054.1,0.355,6.42,0.06
corn,2014,2,4,205,Laudis,radish,25,5.02,117.6,0.4,22.19,0.22
corn,2014,3,4,312,Laudis,radish,0.01,0.56,107.1,0.22,2.92,0.03
corn,2014,4,4,404,Laudis,radish,0.01,0.51,1975.9,0.194,4.5,0.04
corn,2014,1,5,106,Impact,radish,0.01,9.41,317.1,0.343,27.05,0.27
corn,2014,2,5,210,Impact,radish,0.01,1.51,184.8,0.293,13.3,0.13
corn,2014,3,5,303,Impact,radish,40,0.88,174.3,0.249,5.19,0.05
corn,2014,4,5,411,Impact,radish,0.01,0.83,730.7,0.214,5.16,0.05
corn,2014,1,6,105,Stinger,radish,15,3.48,680.3,0.339,15.52,0.16
corn,2014,2,6,201,Stinger,radish,30,3.24,107.1,0.326,22.47,0.22
corn,2014,3,6,313,Stinger,radish,25,0.51,294,0.228,2.37,0.02
corn,2014,4,6,409,Stinger,radish,0.01,1.4,1182.2,0.208,7.63,0.08
corn,2014,1,7,104,Python,radish,0.01,5.63,365.4,0.285,20.82,0.21
corn,2014,2,7,211,Python,radish,0.01,1.74,464.1,0.296,7.04,0.07
corn,2014,3,7,305,Python,radish,0.01,2.21,63,0.242,6.73,0.07
corn,2014,4,7,410,Python,radish,0.01,0.3,709.7,0.212,4.59,0.05
corn,2014,1,8,111,Resolve,radish,30,3.38,888.2,0.279,4.9,0.05
corn,2014,2,8,202,Resolve,radish,0.01,4.23,220.5,0.453,9.42,0.09
corn,2014,3,8,308,Resolve,radish,25,1.05,354.9,0.256,13.11,0.13
corn,2014,4,8,407,Resolve,radish,0.01,1.69,783.2,0.215,6,0.06
corn,2014,1,9,108,Accent Q,radish,0.01,3.73,804.2,0.355,20.58,0.21
corn,2014,2,9,207,Accent Q,radish,0.01,3.83,155.4,0.404,21.35,0.21
corn,2014,3,9,302,Accent Q,radish,25,0.74,189,0.207,3.89,0.04
corn,2014,4,9,415,Accent Q,radish,25,0.9,270.9,0.225,4.04,0.04
corn,2014,1,10,115,SureStart,radish,30,1.29,430.5,0.354,3.77,0.04
corn,2014,2,10,212,SureStart,radish,0.01,2.05,392.7,0.295,5.44,0.05
corn,2014,3,10,309,SureStart,radish,20,1.87,92.4,0.268,8.45,0.08
corn,2014,4,10,412,SureStart,radish,15,0.44,308.7,0.217,3.01,0.03
corn,2014,1,11,113,Zemax + Halex GT,radish,50,1.47,1837.3,0.281,4.05,0.04
corn,2014,2,11,204,Zemax + Halex GT,radish,0.01,8.75,35.7,0.495,35.87,0.36
corn,2014,3,11,301,Zemax + Halex GT,radish,30,0.17,273,0.202,3.73,0.04
corn,2014,4,11,408,Zemax + Halex GT,radish,0.01,1.3,1339.7,0.201,8.32,0.08
corn,2014,1,12,103,Fierce,radish,20,6.38,558.6,0.344,17.38,0.17
corn,2014,2,12,215,Fierce,radish,30,2.66,105,0.232,6.34,0.06
corn,2014,3,12,314,Fierce,radish,20,0.5,113.4,0.218,4.53,0.05
corn,2014,4,12,405,Fierce,radish,0.01,0.54,737,0.191,5.54,0.06
corn,2014,1,13,102,Basis Blend,radish,50,3.51,1188.5,0.274,12.24,0.12
corn,2014,2,13,214,Basis Blend,radish,0.01,5.66,178.5,0.272,8.27,0.08
corn,2014,3,13,311,Basis Blend,radish,10,0.85,182.7,0.256,8.26,0.08
